responseid,site,condition,is_mindfulness,age,gender_label,country_live,country_birth,english_first_language,eng_level,meditation_naive,duration_in_seconds,progress,finished,stai_total,stai1,stai2,stai3,stai4,stai5,stai6,stai7,stai8,stai9,stai10,stai11,stai12,stai13,stai14,stai15,stai16,stai17,stai18,stai19,stai20,sam_valence,sam_arousal,sam_dominance,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip_raw_mean
R_2QfbR9uBYDspsFV,radb,mindful_walking,1,24.0,female,Netherlands,Netherlands,0,2.0,1,1273,100,1,40.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,7.0,6.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,3.45
R_2UWmLCTsU7eWBjr,spri,body_scan,1,19.0,female,United States,United States,1,3.0,1,1456,100,1,43.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,6.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.3
R_56caU0AMJaj6ddn,spri,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,1679,100,1,42.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,6.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.9
R_3fVpJtax5pTacV5,witt,mindful_breathing,1,19.0,male,United States,United States,1,3.0,1,1569,100,1,32.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,7.0,7.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.1
R_10uUDuu2KzCgW1y,cali,mindful_walking,1,18.0,female,United States,United States,1,3.0,1,1186,100,1,32.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,8.0,2.0,7.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.4
R_25sjB29XOLKEZn2,digi,control_book,0,23.0,male,United States,United States,1,3.0,1,1332,100,1,29.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,3.05
R_12yxNjngCrAh5Qm,suny,body_scan,1,22.0,male,United States,United States,1,3.0,1,1135,100,1,31.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.05
R_2CDjEYXLyi2jyas,suny,control_book,0,18.0,female,United States,United States,1,3.0,1,1109,100,1,42.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.45
R_25vh4TexxYvaZOd,cali,loving_kindness,1,68.0,female,United States,United States,1,3.0,1,1667,100,1,23.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.25
R_2dsZl09XAmoLaI2,suny,body_scan,1,22.0,male,United States,United States,1,3.0,1,1095,100,1,31.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.7
R_bQJrRBVCzyxT6et,radb,mindful_walking,1,19.0,female,Netherlands,Germany,0,2.0,1,1416,100,1,24.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,6.0,6.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.95
R_sIokJ1VCEK3cXD3,suny,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,1152,100,1,26.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,8.0,5.0,8.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.7
R_2Vqq6jiqfpfebOh,radb,control_book,0,23.0,female,Netherlands,Netherlands,0,2.0,1,1245,100,1,36.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,6.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.65
R_3Hii4oUqcDLOJhe,jose,mindful_walking,1,19.0,female,United States,China,0,2.0,1,1331,100,1,33.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,6.0,3.0,6.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.2
R_DudQramwHrytkDn,digi,loving_kindness,1,18.0,self_describe,United States,United States,1,3.0,1,2467,100,1,51.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.95
R_Wrf2PBZMsZ594oF,suny,body_scan,1,19.0,male,United States,United States,1,3.0,1,1140,100,1,30.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,5.0,9.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,3.05
R_2WC5uDTC20pbaBD,cali,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1567,100,1,27.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,8.0,3.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,2.9
R_3CH0FQDzT6ddZ40,cali,loving_kindness,1,44.0,female,United States,United States,1,3.0,1,1158,100,1,38.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,8.0,2.0,5.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.8
R_10N2d9e2aoLTiDM,radb,mindful_breathing,1,20.0,female,Netherlands,Germany,0,2.0,1,1412,100,1,41.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,7.0,3.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.55
R_eIZcJJnW2JLOEiR,iowa,control_book,0,19.0,female,United States,United States,1,3.0,1,2395,100,1,35.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,8.0,5.0,7.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,4.0,3.1
R_DHs44BdplEdssyl,spri,mindful_breathing,1,19.0,male,United States,United States,1,3.0,1,1089,100,1,30.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,2.5
R_12LaKx5hAFBKvWs,radb,mindful_walking,1,25.0,female,Netherlands,Germany,0,2.0,1,1318,100,1,66.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,7.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.5
R_10w2TPYkWEF9bkV,idah,body_scan,1,19.0,female,United States,United Kingdom,1,3.0,1,1222,100,1,30.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,8.0,2.0,7.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0
R_Wqa5pDduz81mXPb,radb,control_book,0,21.0,female,Netherlands,Germany,0,2.0,1,1576,100,1,26.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.1
R_9XnT8yVJ22REvSh,gold,mindful_breathing,1,39.0,male,United Kingdom,Romania,0,2.0,1,8496,100,1,24.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,7.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.6
R_10Hj4Fmrf51kOac,cali,control_book,0,18.0,female,United States,Bolivia,0,2.0,1,1916,100,1,33.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,7.0,4.0,6.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,3.35
R_dhbDcdaFK5K0qfD,gold,mindful_walking,1,34.0,female,United Kingdom,,,2.0,1,1427,100,1,43.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.15
R_2YsmNQ7nIKPbtaX,suny,loving_kindness,1,20.0,male,United States,United States,1,3.0,1,1174,100,1,28.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,8.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.65
R_3EzF3TGaJY6BD0v,cali,body_scan,1,21.0,female,United States,United States,1,2.0,1,2396,100,1,34.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,6.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.05
R_A6utCkyHPKk8bUR,cali,control_book,0,23.0,female,United States,United States,1,2.0,1,1756,100,1,31.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,6.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.35
R_33DAaiUGagUTJ4y,cali,mindful_breathing,1,30.0,male,United States,United States,1,3.0,1,1135,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,5.0,9.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.1
R_22ysV40aAmllmni,macq,body_scan,1,24.0,male,Australia,Australia,1,3.0,1,5089,100,1,45.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,7.0,5.0,7.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.45
R_27pKIFmAMrY9CqP,suny,mindful_walking,1,19.0,female,United States,United States,1,3.0,1,1440,100,1,42.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,3.0,5.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.1
R_3NRlGoHCXha0aPq,cali,loving_kindness,1,,male,United States,United States,1,3.0,1,1480,100,1,33.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,4.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.45
R_QoEqXH25kC5sAE1,idah,loving_kindness,1,18.0,female,United States,United States,0,3.0,1,8233,100,1,35.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,3.0,6.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.3
R_2rNS1i3uRrBAt6C,witt,mindful_breathing,1,18.0,female,U. S.,United States,1,3.0,1,1169,100,1,39.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,7.0,5.0,6.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.8
R_11jay042UqN2u7I,idah,mindful_breathing,1,18.0,female,The United States,The United State,1,3.0,1,1791,100,1,38.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,8.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.25
R_3eaxSpPziLKAg0v,idah,body_scan,1,24.0,male,United States,United States,1,3.0,1,1804,100,1,35.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.8
R_bKO2XnGrWsZAnER,cali,control_book,0,26.0,male,United States,United States,1,3.0,1,1181,100,1,43.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.3
R_1rw4MPEkCaEQarY,cali,mindful_walking,1,,female,United States,United States,1,3.0,1,2394,100,1,24.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,9.0,4.0,9.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,2.9
R_1hRyvrNrC7ln1db,quee,body_scan,1,24.0,female,Australia,Australia,1,3.0,1,1391,100,1,36.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,7.0,6.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,2.9
R_1dzqSU2AjLJ5lkM,quee,loving_kindness,1,20.0,female,Australia,Malaysia,1,3.0,1,1243,100,1,28.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,8.0,2.0,8.0,4.0,3.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0
R_2dW4qUiNofSrKiA,iowa,mindful_walking,1,20.0,male,United States,United States,1,3.0,1,1308,100,1,43.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,6.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.35
R_WrDSDQfItHIWxpf,cali,body_scan,1,37.0,female,United States,United States,1,3.0,1,1274,100,1,42.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.7
R_PtWD3T0zvaOzN6N,loyo,control_book,0,18.0,female,United States,Philippines,0,3.0,1,2860,100,1,50.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.25
R_DG0wiq0R60Nyzst,suny,loving_kindness,1,21.0,male,United States,United States,1,3.0,1,1603,100,1,23.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,3.0,8.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.95
R_An8LISNaapKqinD,quee,mindful_breathing,1,19.0,female,Australia,Hong Kong Sar,0,2.0,1,1888,100,1,24.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,9.0,5.0,8.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,3.25
R_2CkYCw8Cs2opsEj,idah,control_book,0,19.0,female,United States,United States,1,3.0,1,1808,100,1,46.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.05
R_XozktcJACR1BS3n,quee,loving_kindness,1,19.0,male,Australia,Hong Kong,0,2.0,1,1343,100,1,28.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.05
R_3s6SGdenoF75PQH,quee,mindful_breathing,1,21.0,female,Australia,United Kingdom,0,3.0,1,1517,100,1,40.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,7.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.5
R_1IcHBCGooqRq5cR,jose,body_scan,1,21.0,prefer_not_say,United States,United States,1,3.0,1,1626,100,1,33.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.05
R_3iCNxoKJzNvarWN,quee,body_scan,1,18.0,female,Australia,Australia,0,3.0,1,1626,100,1,38.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,7.0,2.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.5
R_3nlp1kg8llmUTBS,gold,loving_kindness,1,20.0,female,United Kingdom,United Kingdom,1,3.0,1,1282,100,1,26.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.85
R_2WU7RIwnqh0fbKR,seeb,mindful_walking,1,,male,Austria,Austria,0,2.0,1,46072,100,1,27.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,7.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.9
R_27NVxt4oYKrFXK3,radb,mindful_walking,1,19.0,female,Germany,Germany,0,2.0,1,1378,100,1,25.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,7.0,3.0,7.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.25
R_O1i26enBdoHaKeR,wurz,control_book,0,18.0,female,Germany,Germany,0,2.0,1,1496,100,1,41.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,7.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.6
R_1otFIW0IVV6WjKf,radb,mindful_breathing,1,19.0,female,Netherlands,Netherlands,0,2.0,1,1262,100,1,26.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,8.0,5.0,7.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,3.15
